Procedural__SID,Procedural__household,Demographic__DOB,Demographic__Sex,year,Big5__C_thorough,Big5__E_communic,Big5__A_coarse,Big5__O_original,Big5__N_worry,Big5__A_forgive,Big5__C_lazy,Big5__E_sociable,Big5__O_artistic,Big5__N_nervous,Big5__C_efficient,Big5__E_reserved,Big5__A_friendly,Big5__O_imagin,Big5__N_dealStress,LifeEvent__ChldBrth,LifeEvent__ChldMvOut,LifeEvent__Divorce,LifeEvent__DadDied,LifeEvent__NewPart,LifeEvent__Married,LifeEvent__MomDied,LifeEvent__MoveIn,LifeEvent__PartDied,LifeEvent__SepPart
10301,1031,1934,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10301,1031,1934,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10301,1031,1934,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,1,-2
10301,1031,1934,1,2009,4,3,3,3,5,7,3,3,2,2,6,4,6,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10302,1031,1935,2,2005,7,3,6,5,6,7,5,6,5,7,5,4,6,7,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10302,1031,1935,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10302,1031,1935,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10303,1031,1966,2,2005,6,6,1,5,6,6,1,6,4,2,6,4,7,7,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,1
10303,1031,1966,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10303,1031,1966,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10303,1031,1966,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,1,-2,-2,-2
10304,1031,1975,2,2005,6,4,3,7,3,4,6,5,6,5,6,6,7,7,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10602,1066,1924,2,2005,5,5,4,1,6,4,1,5,1,3,6,5,6,1,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10602,1066,1924,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10602,1066,1924,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10602,1066,1924,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10602,1066,1924,2,2009,6,4,6,1,6,6,1,4,3,7,6,6,5,2,2,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10603,1066,1942,1,2005,5,4,4,1,5,5,4,4,1,3,5,3,5,2,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10603,1066,1942,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10603,1066,1942,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10603,1066,1942,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
10603,1066,1942,1,2009,3,3,4,3,3,5,4,3,1,1,3,4,4,2,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2005,7,6,2,5,2,7,2,7,3,2,7,4,7,7,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2009,7,7,2,6,6,5,3,7,2,2,6,2,1,7,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12201,1228,1942,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12201,1228,1942,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12201,1228,1942,1,2013,7,7,2,6,3,6,4,7,3,2,7,6,7,7,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12201,1228,1942,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12201,1228,1942,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12202,1228,1950,2,2005,7,5,2,6,5,6,1,6,6,3,7,6,7,5,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12202,1228,1950,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12202,1228,1950,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12202,1228,1950,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12202,1228,1950,2,2009,6,5,3,6,5,5,1,5,3,3,6,3,6,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12202,1228,1950,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12202,1228,1950,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12202,1228,1950,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12202,1228,1950,2,2013,7,6,2,6,4,6,1,6,4,4,7,6,7,4,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12202,1228,1950,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12202,1228,1950,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12301,1236,1941,1,2005,6,6,7,5,6,7,2,6,5,3,6,5,5,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12301,1236,1941,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12301,1236,1941,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12301,1236,1941,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12301,1236,1941,1,2009,6,6,4,6,4,7,2,3,5,2,6,3,7,3,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12301,1236,1941,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12301,1236,1941,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12301,1236,1941,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12303,1236,1973,2,2005,6,6,3,5,4,6,1,5,5,4,6,3,4,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12303,1236,1973,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12303,1236,1973,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12303,1236,1973,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12303,1236,1973,2,2009,7,7,3,7,3,6,3,7,3,3,6,2,6,7,2,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12303,1236,1973,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12303,1236,1973,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12303,1236,1973,2,2013,7,7,3,7,7,7,2,7,2,5,7,5,7,7,3,-2,-2,-2,1,-2,-2,-2,-2,-2,-2
12303,1236,1973,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12701,1279,1937,1,2005,6,6,6,6,4,3,7,6,4,3,5,6,6,5,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12701,1279,1937,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12701,1279,1937,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12701,1279,1937,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12701,1279,1937,1,2009,7,4,1,4,1,7,7,4,1,1,7,5,7,4,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12701,1279,1937,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
12701,1279,1937,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12701,1279,1937,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12701,1279,1937,1,2013,7,2,1,1,1,7,7,5,1,3,6,5,7,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12701,1279,1937,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12701,1279,1937,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13801,1384,1964,1,2005,7,4,5,4,5,5,1,5,5,2,7,5,6,7,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13801,1384,1964,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13801,1384,1964,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13801,1384,1964,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13801,1384,1964,1,2009,7,5,1,5,5,4,1,4,6,1,7,5,7,5,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13801,1384,1964,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13801,1384,1964,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13801,1384,1964,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13801,1384,1964,1,2013,7,7,1,5,2,6,1,4,4,1,7,5,7,6,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13801,1384,1964,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13801,1384,1964,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13802,1384,1964,1,2005,7,7,1,1,7,7,1,7,6,4,7,4,7,7,5,-2,-2,1,-2,NA,-2,-2,-2,-2,1
13802,1384,1964,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13802,1384,1964,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13802,1384,1964,1,2009,7,7,1,6,6,7,1,4,7,5,7,2,7,7,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13803,1384,1972,2,2005,7,5,2,3,6,6,1,5,2,4,6,2,6,5,5,-2,-2,1,-2,NA,-2,-2,-2,-2,-2
13803,1384,1972,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,-2,-2,NA,-2,-2,-2,-2,-2
13901,1392,1960,1,2005,6,6,4,5,4,6,5,5,4,3,6,5,5,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13901,1392,1960,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13901,1392,1960,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13901,1392,1960,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13901,1392,1960,1,2009,5,5,3,4,3,6,5,5,4,2,6,5,6,5,5,-2,-2,-2,-2,NA,-2,1,-2,-2,-2
13901,1392,1960,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13901,1392,1960,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13901,1392,1960,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13901,1392,1960,1,2013,6,5,2,5,2,6,3,6,6,3,6,5,5,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13901,1392,1960,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13901,1392,1960,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13902,1392,1960,2,2005,7,7,1,5,5,5,1,5,6,2,7,5,7,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13902,1392,1960,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13902,1392,1960,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13902,1392,1960,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13902,1392,1960,2,2009,7,7,1,3,5,4,6,4,3,6,7,5,7,5,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13902,1392,1960,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
13902,1392,1960,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13902,1392,1960,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13902,1392,1960,2,2013,7,7,5,5,4,3,2,4,5,2,6,4,7,7,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13902,1392,1960,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13902,1392,1960,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13903,1392,1994,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13903,1392,1994,1,2013,5,5,6,6,4,7,6,5,2,5,6,4,6,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13904,1392,1994,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13904,1392,1994,2,2013,3,7,3,4,1,5,6,7,1,4,1,1,6,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13904,1392,1994,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
13904,1392,1994,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
14402,1449,1926,2,2005,7,6,2,3,1,7,1,4,1,1,7,7,7,3,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
14402,1449,1926,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
14402,1449,1926,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2005,7,5,2,5,7,5,1,4,4,5,7,5,7,7,5,1,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2009,7,5,2,6,6,4,1,5,5,3,7,6,7,7,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
15503,1554,1970,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
15503,1554,1970,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
15503,1554,1970,2,2013,7,5,2,7,7,5,1,5,7,2,7,5,7,7,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
15503,1554,1970,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
15503,1554,1970,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16301,1635,1936,1,2005,7,7,1,5,3,7,4,7,7,1,7,2,7,7,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16301,1635,1936,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16301,1635,1936,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,1,-2,-2
16302,1635,1938,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,1,-2,-2
16401,1643,1949,1,2005,6,4,5,4,3,3,4,3,2,4,5,3,3,2,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16401,1643,1949,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16401,1643,1949,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16401,1643,1949,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16401,1643,1949,1,2009,6,3,5,4,5,3,3,4,3,5,6,5,5,3,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16401,1643,1949,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16401,1643,1949,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16401,1643,1949,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16401,1643,1949,1,2013,7,4,5,5,4,3,3,4,3,5,6,5,4,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16401,1643,1949,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16401,1643,1949,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16402,1643,1950,2,2005,7,7,1,7,4,7,2,7,2,2,7,3,7,7,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16402,1643,1950,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16402,1643,1950,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16402,1643,1950,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16402,1643,1950,2,2009,4,7,2,7,4,7,4,7,2,2,6,2,2,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16402,1643,1950,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16402,1643,1950,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16402,1643,1950,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16402,1643,1950,2,2013,5,6,3,6,3,5,2,6,3,5,6,2,6,6,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16402,1643,1950,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16402,1643,1950,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16404,1643,1978,2,2005,4,5,2,5,5,6,5,4,2,2,5,4,6,6,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16404,1643,1978,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
16404,1643,1978,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,-2,-2,NA,-2,-2,-2,-2,-2
16603,1660,1964,2,2005,7,6,1,5,5,6,1,5,5,6,7,6,7,7,4,1,-2,-2,-2,NA,-2,-2,-2,-2,-2
16603,1660,1964,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
